category,question,answer
ارتباط با کاربران,مشکل در ارسال پیام به پشتیبانی,"دوست عزیز، سلام.

لطفاً وارد بخش تنظیمات (setting) دستگاه موبایلتون بشید، در صفحه‌ای که نمایش داده میشه (Apps) رو انتخاب و سپس در صفحهٔ باز شده (choose default apps) رو انتخاب کنید. از بین برنامه‌های نمایش داده شده لطفاً اپلیکیشن طاقچه رو انتخاب کنید سپس به ترتیب گزینه‌های open supported links > set as defaults > clear defaults رو انتخاب و مدل پیش‌فرض رو حذف کنید. در صورتی که همچنان با مشکلی مواجه شدید بهمون اطلاع بدید تا پیگیری کنیم."
ارسال و دریافت هدیه,چگونه کتاب هدیه بدهم؟,"اپلیکیشن:

دوست عزیز، سلام.

کتابی رو که می‌خواید هدیه بدید، انتخاب کنید. توی صفحه‌ٔ جزئیات کتاب، زیر تصویرِ جلد، سمت راست، تصویر «جعبهٔ کادو» رو انتخاب کنید. مراحل خرید کتاب و پرداخت رو تا آخر انجام بدید. آخر سر، لینکی بهتون داده می‌شه که می‌تونید بفرستیدش برای دوستتون. ایشون وقتی روی لینک بزنه، می‌تونه کتاب رو به‌طور رایگان از طاقچه دریافت کنه. این لینک رو می‌تونید توی تلگرام، واتس‌اپ، ایمیل یا به‌صورت پیامک بفرستید. دریافت‌کننده‌ٔ هدیه، وقتی روی لینک بزنه، به صفحه‌ای می‌ره که می‌تونه ایمیل یا شماره‌تلفن حساب کاربری طاقچه‌اش رو اونجا وارد کنه (اگه حساب طاقچه نداره، اول باید یه حساب کاربری بسازه). بعد، با واردشدن به طاقچه، می‌تونه کتاب رو توی اپلیکیشن، رایگان بگیره و بخونه.

 سایت:

دوست عزیز، سلام.

کتابی رو که می‌خواید هدیه بدید، انتخاب کنید. توی صفحه‌ٔ جزئیات کتاب، زیر تصویرِ جلد، روی دکمهٔ‌ «هدیه دادن یا هدیه به دیگری» بزنید. مراحل خرید کتاب و پرداخت رو تا آخر انجام بدید. آخر سر، لینکی بهتون داده می‌شه که می‌تونید بفرستیدش برای دوستتون. ایشون وقتی روی لینک بزنه، می‌تونه کتاب رو به‌طور رایگان از طاقچه دریافت کنه. این لینک رو می‌تونید توی تلگرام، واتس‌اپ، ایمیل یا به‌صورت پیامک بفرستید. دریافت‌کننده‌ٔ هدیه، وقتی روی لینک بزنه، به صفحه‌ای می‌ره که می‌تونه ایمیل یا شماره‌تلفن حساب کاربری طاقچه‌اش رو اونجا وارد کنه (اگه حساب طاقچه نداره، اول باید یه حساب کاربری بسازه). بعد، با واردشدن به طاقچه، می‌تونه کتاب رو توی اپلیکیشن، رایگان بگیره و بخونه."
ارسال و دریافت هدیه,خرید اشتباه کتاب به صورت هدیه,"دوست عزیز، سلام.

شما این کتاب رو به‌صورت هدیه خریدید. می‌توانید لینک ... رو برای دوستتون بفرستید و این کتاب رو بهش هدیه بدید. اگه می‌خواید این کتاب رو خودتون استفاده کنید، می‌تونیم اون رو به کتابخونه‌تون اضافه کنیم.

شکل دیگه:

دوست عزیز، سلام.

درحال‌‌حاضر شما کتاب رو به صورت هدیه خریدید. مایل هستید که کتاب رو به کتابخونهٔ‌ خودتون اضافه کنیم؟
"
ارسال و دریافت هدیه,لینک کتاب هدیه رو برای دوستم فرستادم اما موفق به دریافت اش نمیشه,"دوست عزیز، سلام.

لطفاً اطلاعات حساب کاربری کسی رو که می‌خواید بهش هدیه بدید، برای ما بفرستید. ما کتاب رو به کتابخونۀ دوستتون اضافه می‌کنیم."
ارسال و دریافت هدیه,زمانی که کاربر کتاب رو اشتباه به شکل هدیه خریداری کرده,"دوست عزیز، سلام.

کتاب رو به‌عنوان هدیه خریده بودید. اون رو از حالت هدیه درآوردیم و به کتابخونۀ خودتون اضافه کردیم."
ارسال و دریافت هدیه,میخواستم کتاب رو هدیه بدم اشتباه برای کتابخونه خودم خریدم,"دوست عزیز، سلام.

متأسفانه امکان انتقال کتابی که برای کتابخونهٔ خودتون می‌خرید، وجود نداره. برای هدیه‌دادن کتاب لازمه اون رو یک بار دیگه، این بار به‌شکل هدیه، خریداری کنید."
ارسال و دریافت هدیه,امکان هدیه دادن اعتبار وجود داره؟,"دوست عزیز، سلام.
در‌حال‌حاضر امکان خرید مستقیم اعتبار به شکل هدیه وجود نداره. برای اینکار می‌تونید به آدرس marketing@taaghche.ir ایمیل بزنید یا با این شماره تماس بگیرید: ۰۹۳۶۴۰۶۸۲۲۶ همکاران ما شما رو راهنمایی می‌کنن."
ارسال و دریافت هدیه,امکان ارسال یک لینک هدیه برای چند نفر وجود دارد؟,"دوست عزیز، سلام.

هر لینک هدیه رو فقط با یک حساب کاربری می‌شه دریافت کرد."
ارسال و دریافت هدیه,کتابی را که هدیه می‌دهم می‌توانم در کتابخانه خودم هم داشته باشم؟,"دوست عزیز، سلام.

چنین امکانی وجود نداره. برای اینکه خودتون هم به کتاب دسترسی داشته باشید، لازمه اون رو دوباره (این بار برای خودتون) بخرید."
تخفیف‌ها,چرا تخفیف نمی‌دهید؟,"دوست عزیز، سلام.

هر روز توی طاقچه تخفیف‌های متنوعی داریم. برای دیدن این تخفیف‌ها، به صفحهٔ اول طاقچه برید. یه کادر متنی توی این صفحه می‌بینید که توش نوشته «تخفیف‌های داغ امروز». روی این عبارت بزنید و از بین تخفیف‌ها انتخاب کنید. امیدواریم با این تخفیف‌ها بتونید کتاب دلخواهتون رو آسون‌تر تهیه کنید.

اگر مجدد سؤال پرسید (مثلاً گفت منظورم تخفیفای دیگه‌ست):

همهٔ محتواهای موجود در طاقچه (کتاب الکترونیکی، کتاب صوتی، روزنامه و مجله) با هماهنگی ناشر و رعایت قوانین حق نشر (کپی‌رایت) منتشر می‌شه. بنابراین ما برای گرفتن تخفیف باید با ناشر کتاب هماهنگ کنیم. توی زمان‌های مختلف، بعضی ناشرها با تخفیف کتاب‌هاشون موافقن و بعضی دیگه، مخالف. به همین دلیل محدودیت‌هایی برای دادن تخفیف داریم."
تخفیف‌ها,چه کتاب‌هایی در طرح تخفیف قرار می‌گیرند؟,"دوست عزیز، سلام.

کتاب‌هایی توی طرح تخفیف قرار می‌گیرن که ناشر اجازهٔ تخفیف روی اون‌ها رو بده. بعد از اجازهٔ ناشر، کتاب‌ها رو بر اساس بعضی ویژگی‌ها (مثل کیفیت نگارش یا ترجمهٔ کتاب، برنده‌شدن جایزه، پرفروش‌بودن، درخواست کاربران، قیمت) انتخاب می‌کنیم تا روشون تخفیف بذاریم. با این حال تا وقتی ناشر اجازهٔ تخفیف نده، نمی‌تونیم کتاب رو توی طرح تخفیف بذاریم."
